id,school,color,alternate_color,alternate_names,abbreviation,conference,division,logos,location_id,location_city,location_state,location_zip,location_country,location_latitude,location_longitude,stadium_capacity,location_elevation,location_timezone,grass,dome
2460,Northern Iowa,#473282,#ffffff,"UNI,Northern Iowa",UNI,MVFC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2460.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2460.png",3967.0,Cedar Falls,IA,50614,US,42.5156111,-92.4672307,16324.0,281.8959656,America/Chicago,False,True
128,Northern Michigan,#null,#null,"NMI,N Michigan",NMI,GLIAC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/128.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/128.png",3950.0,Marquette,MI,70118,US,46.560589,-87.393741,8000.0,186.4,America/Detroit,False,False
425,Northern State,#null,#null,"NOR,Northrn St",NOR,Northern Sun,,"http://a.espncdn.com/i/teamlogos/ncaa/500/425.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/425.png",3951.0,Aberdeen,SD,57401,US,45.4649805,-98.487813,6000.0,,,,False
3197,NORTH FLORIDA,#000000,#null,"UNF,NORTH FLORIDA",UNF,,,,,,,,,,,,,,,
2822,North Greenville,#d91e39,#000000,"NG,N Greenvll",NG,Carolinas,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2822.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2822.png",6061.0,Tigerville,SC,29688,US,35.0684492,-82.3684509,4500.0,,,,False
75,North Park,#null,#null,"NOR,North Park",NOR,CCIW,,"http://a.espncdn.com/i/teamlogos/ncaa/500/75.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/75.png",6093.0,Chicago,IL,60022,US,41.8755616,-87.6244212,3000.0,,,,False
249,North Texas,#00853E,#000000,"UNT,North Texas",UNT,American Athletic,,"http://a.espncdn.com/i/teamlogos/ncaa/500/249.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/249.png",3825.0,Denton,TX,76210,US,33.203899,-97.159245,30850.0,198.6871948,America/Chicago,False,False
77,Northwestern,#582c83,#ffffff,"NU,Northwestern",NU,Big Ten,,"http://a.espncdn.com/i/teamlogos/ncaa/500/77.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/77.png",5960.0,Evanston,IL,,US,,,,,,,False
2471,Northwestern (IA),#null,#null,"NAD,Northwestern (IA)",NAD,,,,,,,,,,,,,,,
583,Northwestern (MN),#null,#null,"NWMN,NW Coll MN",NWMN,Upper Midwest,,"http://a.espncdn.com/i/teamlogos/ncaa/500/583.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/583.png",6094.0,Roseville,MN,,US,45.0060767,-93.1566107,1800.0,,,,False
2823,Northwestern Oklahoma State,#null,#null,"NWO,NW OK ST",NWO,Great American,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2823.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2823.png",4763.0,Alva,OK,73717,US,36.8030501,-98.6660278,6000.0,,,,False
2466,Northwestern State,#492F91,#ed6118,"NWST,N'Western St",NWST,Southland,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2466.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2466.png",3963.0,Natchitoches,LA,71457,US,31.747259,-93.0961357,15971.0,36.58879089,America/Chicago,False,False
1001040,Northwest Mississippi C.C.,#null,#null,,,,,,,,,,,,,,,,,
138,Northwest Missouri St,#null,#null,"NWMS,NW MO ST",NWMS,Mid America,,"http://a.espncdn.com/i/teamlogos/ncaa/500/138.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/138.png",5134.0,Maryville,MO,64468,US,40.3460468,-94.8723858,6500.0,,,,False
2886,Northwood (MI),#null,#null,"Northwood University,NAR,Northwood",NAR,Great Midwest Athletic,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2886.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2886.png",3747.0,Midland,MI,65565,US,43.6155825,-84.2472117,2500.0,,,,False
2467,Norwich,#null,#null,"NOR,Norwich",NOR,NEWMAC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2467.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2467.png",6095.0,Northfield,VT,05663,US,44.153195,-72.65679528850326,3000.0,,,,False
87,Notre Dame,#0c2340,#c99700,"ND,Notre Dame",ND,FBS Independents,,"http://a.espncdn.com/i/teamlogos/ncaa/500/87.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/87.png",3855.0,Notre Dame,IN,46556,US,41.698378,-86.2339425,80795.0,222.645401,America/Indiana/Indianapolis,False,False
587,Notre Dame College,#000000,#null,"NOT,Notre Dame College",NOT,Mountain East,,"http://a.espncdn.com/i/teamlogos/ncaa/500/587.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/587.png",6063.0,South Euclid,OH,44121,US,41.5231076,-81.5184553,2000.0,,,,False
391,Oberlin,#null,#null,"OBERLIN,Oberlin",OBERLIN,North Coast,,"http://a.espncdn.com/i/teamlogos/ncaa/500/391.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/391.png",6096.0,Oberlin,OH,44074,US,41.2939386,-82.2173786,3000.0,,,,False
2475,Occidental,#000000,#null,"OCC,Occidental",OCC,So. Cal.,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2475.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2475.png",,,,,,,,,,,,
195,Ohio,#295A29,#e4bb85,"OHIO,Ohio",OHIO,Mid-American,,"http://a.espncdn.com/i/teamlogos/ncaa/500/195.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/195.png",3876.0,Athens,OH,45701,US,39.3212794,-82.1034315,24000.0,194.230896,America/New_York,False,False
2477,Ohio Dominican,#null,#null,Panthers,,Great Midwest Athletic,,,3870.0,Columbus,OH,43216,US,39.9622601,-83.0007065,1750.0,,,,False
108398,Ohio Midwestern College,#null,#null,"OMW,Ohio Midwestern",OMW,,,,,,,,,,,,,,,
427,Ohio Northern,#null,#null,"OHNRTH,Ohio Nor",OHNRTH,Ohio,,"http://a.espncdn.com/i/teamlogos/ncaa/500/427.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/427.png",6098.0,Ada,OH,45810,US,38.8398935,-83.5051704,3500.0,,,,False
194,Ohio State,#ce1141,#505056,"OSU,Ohio State",OSU,Big Ten,,"http://a.espncdn.com/i/teamlogos/ncaa/500/194.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/194.png",3861.0,Columbus,OH,43210,US,40.0016447,-83.0197266,102780.0,216.6770325,America/New_York,False,False
3161,Ohio State Newark,#null,#null,"OSU,Osunewark",OSU,,,"http://a.espncdn.com/i/teamlogos/ncaa/500/3161.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/3161.png",,,,,,,,,,,,
2980,Ohio Wesleyan,#null,#null,"OHWESL,Ohioweslyn",OHWESL,North Coast,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2980.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2980.png",6099.0,Delaware,OH,43015,US,40.2986724,-83.067965,9100.0,,,,False
201,Oklahoma,#a32036,#ffffff,"OU,Oklahoma",OU,SEC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/201.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/201.png",3835.0,Norman,OK,73019,US,35.2058537,-97.4423145,86112.0,355.0962524,America/Chicago,True,False
319,Oklahoma Baptist,#null,#null,"OB,Okbaptu",OB,Great American,,"http://a.espncdn.com/i/teamlogos/ncaa/500/319.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/319.png",6064.0,Shawnee,OK,74801,US,35.3272928,-96.9253004,4000.0,,,,False
2824,Oklahoma Panhandle St,#null,#null,"Panhandle State,OKLAH,Okpanhndle",OKLAH,Independent DII,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2824.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2824.png",,,,,,,,,,,,
197,Oklahoma State,#FF7300,#000000,"OKST,Oklahoma St",OKST,Big 12,,"http://a.espncdn.com/i/teamlogos/ncaa/500/197.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/197.png",3646.0,Stillwater,OK,74078,US,36.125673,-97.066513,55509.0,276.4808655,America/Chicago,False,False
295,Old Dominion,#00507d,#a1d2f1,"ODU,Old Dominion",ODU,Sun Belt,East,"http://a.espncdn.com/i/teamlogos/ncaa/500/295.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/295.png",3918.0,Norfolk,VA,23551,US,36.8889533,-76.3049175,20118.0,3.147987843,America/New_York,False,False
145,Ole Miss,#13294b,#c8102e,"MISS,Ole Miss",MISS,SEC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/145.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/145.png",3974.0,Oxford,MS,38677,US,34.3619837,-89.5342076,64038.0,146.8517151,America/Chicago,True,False
354,Olivet College,#null,#null,"OLI,Olivetcoll",OLI,Michigan,,"http://a.espncdn.com/i/teamlogos/ncaa/500/354.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/354.png",6100.0,Olivet,MI,4976 ,US,42.4414273,-84.9241542,2200.0,,,,False
2483,Oregon,#007030,#fee11a,"ORE,Oregon",ORE,Big Ten,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2483.png",3626.0,Eugene,OR,97401,US,44.0582712,-123.0684883,54000.0,127.4198303,America/Los_Angeles,False,False
204,Oregon State,#231f20,#d73f09,"ORST,Oregon St",ORST,Pac-12,,"http://a.espncdn.com/i/teamlogos/ncaa/500/204.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/204.png",3893.0,Corvallis,OR,97331,US,44.5594559,-123.2814341,43363.0,66.90744781,America/Los_Angeles,False,False
112390,Ottawa University Arizona,#null,#null,"OUAZ,Ottawa University Arizona",OUAZ,,,,,,,,,,,,,,,
359,Otterbein,#null,#null,"OTT,Otterbein",OTT,Ohio,,"http://a.espncdn.com/i/teamlogos/ncaa/500/359.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/359.png",6101.0,Westerville,OH,43081,US,40.126139,-82.9295287,2400.0,,,,False
2888,Ouachita Baptist,#null,#null,"OUA,Ouachita",OUA,Great American,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2888.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2888.png",6065.0,Arkadelphia,AR,71998,US,34.1209292,-93.053784,3060.0,,,,False
1001041,Ouachita Baptist University,#null,#null,,,,,,,,,,,,,,,,,
2487,Pace,#null,#null,"PAC,Pace",PAC,Northeast 10,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2487.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2487.png",6066.0,Pleasantville,NY,10570,US,41.1328736,-73.7926335,1500.0,,,,False
2486,Pacific Lutheran,#ffc423,#000000,"PACLTH,Pacluthern",PACLTH,Northwest,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2486.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2486.png",6102.0,Puyallup,WA,98371,US,47.1849009,-122.29214,4500.0,,,,False
205,Pacific (OR),#b4183a,#ffffff,"PAC,Pacificor",PAC,Northwest,,"http://a.espncdn.com/i/teamlogos/ncaa/500/205.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/205.png",6153.0,Forest Grove,OR,,US,45.5197452,-123.1114405,1100.0,,,,False
2488,Paine,#null,#null,"PC,Paine",PC,,,,,,,,,,,,,,,
1000988,Palomar College,#null,#null,,,,,,,,,,,,,,,,,
213,Penn State,#041E42,#FFFFFF,"PSU,Penn State",PSU,Big Ten,,"http://a.espncdn.com/i/teamlogos/ncaa/500/213.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/213.png",3632.0,University Park,PA,16802,US,40.8121958,-77.8561023,106572.0,354.1551514,America/New_York,True,False
219,Pennsylvania,#082A74,#a6163d,"PENN,Penn",PENN,Ivy,,"http://a.espncdn.com/i/teamlogos/ncaa/500/219.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/219.png",3730.0,Philadelphia,PA,19104,US,39.9501475,-75.1901043,52593.0,11.71361065,America/New_York,False,False
2858,PennWest California,#null,#null,"California (Pennsylvania),PWC,PennWest Cal",PWC,Pennsylvania State Athletic,Western,"http://a.espncdn.com/i/teamlogos/ncaa/500/2858.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2858.png",4436.0,Brownsville,PA,15417,US,40.0236854,-79.8839357,6500.0,,,,False
108358,Phoenix,#null,#null,"AZCHR,AZ Christn",AZCHR,,,,,,,,,,,,,,,
95,Pikeville,#null,#null,"PIKEV,Pikeville",PIKEV,,,"http://a.espncdn.com/i/teamlogos/ncaa/500/95.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/95.png",,,,,,,,,,,,
221,Pittsburgh,#003263,#231f20,"Pitt,PITT,Pitt",PITT,ACC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/221.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/221.png",3752.0,Pittsburgh,PA,15260,US,40.4467648,-80.0157603,68400.0,220.5887146,America/New_York,True,False
90,Pittsburg St,#null,#null,"PIT,Pitt St",PIT,Mid America,,"http://a.espncdn.com/i/teamlogos/ncaa/500/90.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/90.png",6067.0,Pittsburg,KS,66762,US,37.4108841,-94.70496,8343.0,,,,False
2972,Plymouth State,#054e39,#000000,"PLYST,Plymouthst",PLYST,MSCAC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2972.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2972.png",3690.0,Plymouth,NH,,US,43.757209,-71.688538,3000.0,,,,False
3179,Point University,#null,#null,"POINT,Point",POINT,,,"http://a.espncdn.com/i/teamlogos/ncaa/500/3179.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/3179.png",,,,,,,,,,,,
2923,Pomona Pitzer,#00549a,#f7941e,"POM,Pomonapit",POM,So. Cal.,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2923.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2923.png",6103.0,Claremont,CA,91711,US,34.0966764,-117.7197785,4000.0,,,,False
2502,Portland State,#00311e,#ebebeb,"PRST,Portland St",PRST,Big Sky,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2502.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2502.png",4765.0,Portland,OR,97124,US,45.554597,-122.90694,7600.0,65.4,America/Los_Angeles,False,False
126086,Post University,#null,#null,"POS,Post Universit",POS,Northeast 10,,,7422.0,Waterbury,CT,06708,,,,75.0,,,True,
2504,Prairie View A&M,#4d0960,#null,"PV,Prairie View",PV,SWAC,West,"http://a.espncdn.com/i/teamlogos/ncaa/500/2504.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2504.png",5238.0,Prairie View,TX,28202,US,30.0937874,-95.9960913,15000.0,77.36286926,America/Chicago,True,False
2506,Presbyterian,#194896,#990134,"PRES,Presbyterian",PRES,Pioneer,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2506.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2506.png",3627.0,Clinton,SC,29325,US,34.46158,-81.861368,6500.0,194.1601868,America/New_York,True,False
597,Presentation,#null,#null,"PRE,Prescoll",PRE,,,"http://a.espncdn.com/i/teamlogos/ncaa/500/597.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/597.png",,,,,,,,,,,,
163,Princeton,#null,#ff6000,"PRIN,Princeton",PRIN,Ivy,,"http://a.espncdn.com/i/teamlogos/ncaa/500/163.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/163.png",3881.0,Princeton,NJ,8540 ,US,40.3457928,-74.6500047,27800.0,32.00296402,America/New_York,False,False
363,Principia College,#000000,#null,"PRI,Principia ",PRI,,,"http://a.espncdn.com/i/teamlogos/ncaa/500/363.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/363.png",,,,,,,,,,,,
1000950,Professional,#null,#null,,,,,,,,,,,,,,,,,
1000951,Professional,#null,#null,,,,,,,,,,,,,,,,,
2508,Puget Sound,#680001,#ffffff,"PUGET,Pugetsound",PUGET,Northwest,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2508.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2508.png",6104.0,Tacoma,WA,98421,US,47.2495798,-122.4398746,3500.0,,,,False
2509,Purdue,#000000,#ceb888,"PUR,Purdue",PUR,Big Ten,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2509.png",3907.0,West Lafayette,IN,47907,US,40.4352253,-86.9186843,57282.0,197.5337677,America/Indiana/Indianapolis,True,False
2825,Quincy,#null,#null,"QUI,Quincy",QUI,Great Lakes,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2825.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2825.png",3723.0,Quincy,IL,62301,US,39.9356016,-91.4098727,3000.0,,,,False
2516,Randolph-Macon,#fcdf12,#000000,"RAN,Randmacon",RAN,Old Dominion,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2516.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2516.png",6105.0,Ashland,VA,23005,US,37.7594012,-77.4806603,5000.0,,,,False
111674,Reading,#null,#null,"ALVERNIA,ALVERNIA",ALVERNIA,Mid Atlantic,,,5791.0,Reading,PA,19501,US,40.335345,-75.9279495,4000.0,,,,False
29,Redlands,#751708,#ffffff,"RED,Redlands",RED,So. Cal.,,"http://a.espncdn.com/i/teamlogos/ncaa/500/29.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/29.png",6106.0,Redlands,CA,,US,34.0550328,-117.1827445,6750.0,,,,False
2890,Reinhardt University,#null,#null,"REIN,Reinhardt",REIN,,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2890.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2890.png",,,,,,,,,,,,
2528,Rensselaer,#null,#null,"RPI,Rensselaer",RPI,Liberty League,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2528.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2528.png",6107.0,Troy,NY,10014,US,42.7284117,-73.6917878,5200.0,,,,False
227,Rhode Island,#091f3f,#5ab3e8,"URI,Rhode Island",URI,CAA,,"http://a.espncdn.com/i/teamlogos/ncaa/500/227.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/227.png",3824.0,Kingston,RI,2881 ,US,41.4879984,-71.5347458,8000.0,32.68801498,America/New_York,True,False
2519,Rhodes College,#null,#null,"RHO,Rhodes",RHO,Southern Athletic,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2519.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2519.png",6108.0,Memphis,TN,38112,US,35.1335022,-89.9668758,4000.0,,,,False
242,Rice,#d1d5d8,#003d7d,"RICE,Rice",RICE,American Athletic,,"http://a.espncdn.com/i/teamlogos/ncaa/500/242.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/242.png",3895.0,Houston,TX,77251,US,29.7163297,-95.4093261,47000.0,7.148301601,America/Chicago,False,False
257,Richmond,#9e0712,#b90b2e,"RICH,Richmond",RICH,Patriot,,"http://a.espncdn.com/i/teamlogos/ncaa/500/257.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/257.png",2068.0,Richmond,VA,23173,US,37.5807765,-77.5372211,8217.0,60.03879166,America/New_York,False,False
2891,Ripon,#null,#null,"RIP,Ripon",RIP,Midwest,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2891.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2891.png",6109.0,Ripon,WI,54971,US,43.8424502,-88.8372972,3500.0,,,,False
1000996,Riverside C.C.,#null,#null,,,,,,,,,,,,,,,,,
131109,Roanoke College,#null,#null,"ROA,Roanoke Colleg",ROA,,,,,,,,,,,,,,,
2523,Robert Morris,#00214D,#a21d2b,"RMU,Robert Morris",RMU,NEC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2523.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2523.png",3777.0,Moon Township,PA,15108,US,40.521046,-80.2159227,3000.0,351.4482422,America/New_York,False,False
599,Robert Morris University-Illinois,#null,#null,"ROOSE,Rob Mor IL",ROOSE,,,"http://a.espncdn.com/i/teamlogos/ncaa/500/599.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/599.png",,,,,,,,,,,,
2524,Rockford,#5a3f99,#c4c6c8,"ROCKF,Rockford",ROCKF,NACC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2524.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2524.png",6110.0,Rockford,IL,61104,US,42.2713945,-89.093966,1000.0,,,,False
127991,Roosevelt,#null,#null,"ROO,Roosevelt",ROO,GLIAC,,,3844.0,Chicago,IL,,US,,,,,,,True
86,Rose-Hulman,#800000,#b3b2b1,"ROSEHUL,Rosehulman",ROSEHUL,Heartland,,"http://a.espncdn.com/i/teamlogos/ncaa/500/86.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/86.png",6111.0,Terre Haute,IN,47809,US,39.4667025,-87.4139119,2500.0,,,,False
2827,Rowan,#571b04,#ffcf06,"ROW,Rowan",ROW,New Jersey,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2827.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2827.png",6112.0,Glassboro,NJ,,US,39.7027677,-75.1119434,5000.0,,,,False
164,Rutgers,#d21034,#ffffff,"RUTG,Rutgers",RUTG,Big Ten,,"http://a.espncdn.com/i/teamlogos/ncaa/500/164.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/164.png",6577.0,Piscataway,NJ,08854,US,40.5462553,-74.4660408,52454.0,,,False,False
16,Sacramento State,#00573C,#cdb97d,"Cal State Sacramento,SAC,Sacramento St",SAC,Big Sky,,"http://a.espncdn.com/i/teamlogos/ncaa/500/16.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/16.png",3757.0,Sacramento,CA,95819,US,38.5556718,-121.4229607,21195.0,12.30015659,America/Los_Angeles,False,False
2529,Sacred Heart,#a40012,#c29472,"SHU,Sacred Heart",SHU,FCS Independents,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2529.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2529.png",3668.0,Fairfield,CT,6825 ,US,41.2212488,-73.2417431,3334.0,82.02420044,America/New_York,False,False
1001047,Saddleback College,#null,#null,,,,,,,,,,,,,,,,,
129,Saginaw Valley State,#null,#null,"Saginaw Valley State,SAGI,Saginawval",SAGI,GLIAC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/129.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/129.png",3885.0,University Center,MI,48915,US,25.71414555,-80.27640498387049,6800.0,,,,False
1001003,Saint Anselm,#null,#null,,,,,,,,,,,,,,,,,
1001019,Saint Francis,#null,#null,,,,,,,,,,,,,,,,,
1000983,Saint Francis (PA),#null,#null,,,,,,,,,,,,,,,,,
2600,Saint John's (MN),#ce153e,#7baed5,"St. John's,ST. J,St John's (MN)",ST. J,Minnesota,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2600.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2600.png",5117.0,Collegeville,MN,56321,US,45.5944117,-94.3622868,7482.0,,,,False
2614,Saint Vincent,#null,#null,"STV,Saint Vincent",STV,Presidents',,"http://a.espncdn.com/i/teamlogos/ncaa/500/2614.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2614.png",3677.0,Latrobe,PA,15650,US,40.317287,-79.3840301,1050.0,,,,False
130180,Saint Xavier (IL),#null,#null,,,,,,,,,,,,,,,,,
2532,Salisbury,#8b0e04,#fdb913,"SALIS,Salisbury",SALIS,New Jersey,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2532.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2532.png",6114.0,Salisbury,MD,21803,US,38.366027,-75.6009964,5000.0,,,,False
2776,Salve Regina,#null,#null,"SALVE,Salvregina",SALVE,NEWMAC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2776.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2776.png",6115.0,Newport,RI,,US,41.4899827,-71.3137707,2500.0,,,,False
2535,Samford,#005485,#bc0023,"SAM,Samford",SAM,Southern,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2535.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2535.png",3925.0,Homewood,AL,35229,US,33.463273,-86.795326,6700.0,208.0207825,America/Chicago,False,False
2534,Sam Houston,#fe5000,#000000,"Sam Houston State,SHSU,Sam Houston",SHSU,Conference USA,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2534.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2534.png",3647.0,Huntsville,TX,77340,US,30.713926,-95.5419802,14000.0,127.6225204,America/Chicago,False,False
301,San Diego,#2f99d4,#2f99d4,"USD,San Diego",USD,Pioneer,,"http://a.espncdn.com/i/teamlogos/ncaa/500/301.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/301.png",716.0,San Diego,CA,92111,US,32.7730674,-117.183721,6000.0,57.95064545,America/Los_Angeles,True,False
21,San Diego State,#c41230,#000000,"SDSU,San Diego St",SDSU,Mountain West,,"http://a.espncdn.com/i/teamlogos/ncaa/500/21.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/21.png",7311.0,San Diego,CA,92093,US,32.784444,-117.122833,35000.0,62,America/Los_Angeles,True,False
23,San José State,#005893,#fdba31,"San Jose St.,SJSU,San José St",SJSU,Mountain West,,"http://a.espncdn.com/i/teamlogos/ncaa/500/23.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/23.png",3935.0,San Jose,CA,95112,US,37.3196675,-121.8682962,30456.0,28.30708694,America/Los_Angeles,False,False
1000946,Santa Rosa J.C.,#null,#null,,,,,,,,,,,,,,,,,
2542,Savannah St,#280298,#f78f1e,"SAV,Savannah St",SAV,SIAC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2542.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2542.png",3952.0,Savannah,GA,31404,US,32.0274346,-81.0687492,7500.0,6.564679146,America/New_York,False,False
2545,SE Louisiana,#215732,#ffc72c,"Southeast Louisiana,SELA,SE Louisiana",SELA,Southland,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2545.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2545.png",3944.0,Hammond,LA,70401,US,30.5110264,-90.4685792,7408.0,13.7104578,America/Chicago,False,False
611,Seton Hill,#null,#null,"SETONHILL,Seton Hill",SETONHILL,Pennsylvania State Athletic,Western,"http://a.espncdn.com/i/teamlogos/ncaa/500/611.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/611.png",3859.0,Greensburg,PA,15601,US,40.3014581,-79.5389289,5000.0,,,,False
2553,Sewanee,#null,#null,"Sewanee,SEWAN,Sewanee",SEWAN,Southern Athletic,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2553.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2553.png",3823.0,Sewanee,TN,37383,US,35.200644,-85.91952368522726,3000.0,,,,False
